62
ple s	1158	4331	2
field	1159	4329	2
 drin	1160	4327	2
VBP VBN	1161	4324	2
d man	1162	4323	2
is sl	1163	4323	1
START Some NNS VBP	1164	4320	1
Some NNS VBP	1165	4320	1
 A co	1166	4317	1
VB the	1167	4315	2
ment 	1168	4315	2
ing u	1169	4309	2
VBZ in a	1170	4307	2
RP the NN	1171	4306	1
 each	1172	4306	2
n on 	1173	4305	2
VBZ VBG to VB	1174	4300	2
A NN VBZ VBG in	1175	4300	1
with NNS	1176	4298	2
NNS VBP on	1177	4296	2
NN and NN VBP	1178	4290	1
room 	1179	4290	2
and VBG	1180	4288	2
in a NN NN	1181	4283	2
there	1182	4282	4
START The NN VBZ a	1183	4280	1
The NN VBZ a	1184	4280	1
an ar	1185	4277	2
going	1186	4277	2
and JJ	1187	4268	3
ed in	1188	4267	2
to a NN	1189	4266	2
dy is	1190	4260	2
VBZ in the	1191	4259	2
for NN	1192	4251	2
his b	1193	4250	3
phone	1194	4249	2
 goin	1195	4246	2
VBG on a NN .	1196	4245	1
 side	1197	4244	3
 fiel	1198	4242	2
re st	1199	4240	2
VBG his NN	1200	4233	2
VBG at a	1201	4231	2
under	1202	4228	3
VBZ to	1203	4228	2
 a ho	1204	4226	2
ing n	1205	4226	2
 food	1206	4222	3
is ru	1207	4218	2
his NNS	1208	4215	3
JJ NNS VBP VBG	1209	4214	1
NN 's	1210	4194	3
Two w	1211	4194	1
rls a	1212	4193	1
male 	1213	4183	2
ark .	1214	4170	1
h oth	1215	4169	2
over 	1216	4165	2
essed	1217	4164	2
NN VBZ VBG the NN	1218	4163	2
 is f	1219	4158	2
An JJ	1220	4158	1
START An JJ	1221	4158	1
 havi	1222	4157	1
ng he	1223	4146	2
NN NN NN	1224	4142	4
RP .	1225	4139	1
NN of the	1226	4131	2
NN VBZ the	1227	4130	2
 a ro	1228	4128	2
VBD VBG	1229	4128	3
ends 	1230	4127	2
NN VBZ on a	1231	4123	1
e wor	1232	4122	3
e wea	1233	4119	2
s for	1234	4117	2
iends	1235	4115	2
horse	1236	4112	3
 hors	1237	4109	3
ing m	1238	4108	2
he tw	1239	4107	2
VBG VBN	1240	4102	2
and a NN	1241	4099	2
the JJ NN .	1242	4099	1
ART C	1243	4099	1
NNS RB	1244	4094	3
an wi	1245	4094	2
ethin	1246	4092	2
s loo	1247	4091	2
 not 	1248	4090	2
is dr	1249	4086	2
ith t	1250	4085	2
 baby	1251	4076	3
methi	1252	4076	2
ometh	1253	4076	2
NN VBG NN	1254	4066	2
VBG JJ NNS	1255	4064	2
groun	1256	4062	2
ading	1257	4062	2
ext t	1258	4061	2
mall 	1259	4056	3
JJ NN in	1260	4056	2
is ha	1261	4046	2
of a NN .	1262	4045	1
each	1263	4045	2
VBZ VBG on a	1264	4043	2
somet	1265	4035	2
NN with a NN	1266	4033	2
xt to	1267	4030	2
umpin	1268	4029	2
doing	1269	4026	2
eboar	1270	4020	2
 doin	1271	4020	2
out t	1272	4020	2
 a mo	1273	4020	2
NN VBZ in a	1274	4016	1
to the NN	1275	3998	2
ach o	1276	3996	2
NNS at	1277	3994	2
 take	1278	3992	2
own a	1279	3985	2
START NN VBZ VBG	1280	3983	1
ntain	1281	3979	2
it	1282	3978	3
VBZ VBG his	1283	3975	2
ey ar	1284	3971	2
jumpi	1285	3970	2
's NN	1286	3967	3
hey a	1287	3965	2
re at	1288	3965	1
y in 	1289	3960	2
VBG a JJ NN .	1290	3959	2
atch 	1291	3952	3
NN VBZ VBG to VB	1292	3952	2
 race	1293	3950	3
ers .	1294	3943	1
NN VBN	1295	3939	2
a NN with	1296	3939	2
The NN VBZ JJ .	1297	3936	1
re on	1298	3935	2
le wa	1299	3932	2
he la	1300	3925	2
a NN of NNS	1301	3919	2
 guy 	1302	3919	2
 pool	1303	3919	2
NN VBZ in the	1304	3918	2
NNP NN	1305	3918	3
 hair	1306	3913	3
ction	1307	3909	2
occer	1308	3908	2
ncing	1309	3901	2
e to 	1310	3900	2
ch ot	1311	3892	2
s a m	1312	3891	2
NN VBZ RP	1313	3889	2
NN at the	1314	3887	2
START An JJ NN	1315	3875	1
An JJ NN	1316	3875	1
kateb	1317	3874	2
atebo	1318	3870	2
teboa	1319	3870	2
tryin	1320	3869	2
 tryi	1321	3869	2
VBZ in the NN	1322	3867	2
le is	1323	3866	1
NNS VBP VBG RB	1324	3865	1
the a	1325	3861	2
 clim	1326	3861	3
 driv	1327	3860	3
one .	1328	3858	2
 rest	1329	3856	2
 off 	1330	3855	2
an si	1331	3854	2
food 	1332	3854	3
baby 	1333	3853	3
VBG on the NN .	1334	3851	1
climb	1335	3850	3
able 	1336	3847	2
re pe	1337	3846	1
VBP a	1338	3846	2
nging	1339	3845	2
VBG in a NN .	1340	3842	1
is lo	1341	3840	2
VBZ on a NN	1342	3838	1
ng bo	1343	3835	2
NN VBZ VBG on a	1344	3830	1
cloth	1345	3830	2
 alon	1346	3826	2
 show	1347	3823	2
n a t	1348	3820	2
shing	1349	3820	2
 tabl	1350	3818	2
pping	1351	3817	2
is at	1352	3814	2
each JJ	1353	3813	2
RP a NN	1354	3812	1
 tree	1355	3806	2
le in	1356	3806	2
a par	1357	3804	2
band 	1358	3804	2
VBZ the NN	1359	3803	2
 clot	1360	3803	2
NN NNS VBP	1361	3802	2
work 	1362	3801	3
 stor	1363	3799	2
ne is	1364	3796	2
the NN VBZ VBG	1365	3795	2
NN VBZ VBG his	1366	3784	1
NNP VBZ	1367	3782	2
 trai	1368	3778	2
rming	1369	3777	2
 is m	1370	3775	2
es ar	1371	3768	1
e rid	1372	3766	2
 socc	1373	3761	2
ield 	1374	3759	2
NN JJ	1375	3756	3
s is 	1376	3753	2
socce	1377	3749	2
ide a	1378	3738	2
home 	1379	3737	2
VBG the NN .	1380	3731	1
 part	1381	3730	2
 by a	1382	3729	2
ear a	1383	3729	2
VBG at a NN	1384	3726	2
e wit	1385	3716	2
 enjo	1386	3715	2
is re	1387	3712	2
enjoy	1388	3712	2
ids a	1389	3712	1
n old	1390	3710	2
START JJ NNS	1391	3707	1
VBP VBG NN .	1392	3705	1
VBZ VBG with	1393	3705	1
a NN and	1394	3704	2
ancin	1395	3697	2
VB NN	1396	3696	2
 an o	1397	3693	2
 back	1398	3693	3
are b	1399	3687	2
in NN .	1400	3687	1
ccer 	1401	3684	2
on a JJ	1402	3684	2
 a do	1403	3681	2
START The two	1404	3668	1
The two	1405	3668	1
large	1406	3662	2
the NNS VBP	1407	3661	2
ounta	1408	3660	2
 larg	1409	3660	2
ormin	1410	3655	1
one	1411	3655	3
 shop	1412	3650	2
untai	1413	3646	2
 base	1414	3644	3
formi	1415	3642	1
rain 	1416	3641	3
VBZ VBG for	1417	3637	2
 a fi	1418	3635	2
ycle 	1419	3633	2
an we	1420	3628	2
START The NN NN	1421	3627	1
The NN NN	1422	3627	1
arge 	1423	3624	2
START the NNS	1424	3621	1
s a p	1425	3621	2
ng ba	1426	3620	2
NN and a	1427	3620	2
NN VBZ on a NN	1428	3602	1
are l	1429	3600	2
VBZ VBG in the	1430	3599	1
ool .	1431	3598	1
t on 	1432	3597	2
oys a	1433	3592	1
ART W	1434	3591	1
to VB .	1435	3584	1
s a s	1436	3584	2
he	1437	3580	3
NNS VBP JJ .	1438	3576	1
are g	1439	3575	1
 They	1440	3575	1
They	1441	3573	1
They 	1442	3573	1
START They	1443	3570	1
NN VBZ in the NN	1444	3570	2
a JJ NN NN	1445	3570	2
e and	1446	3569	2
alks 	1447	3567	2
VBN in	1448	3567	2
on hi	1449	3564	2
 sing	1450	3561	2
air .	1451	3552	1
ome p	1452	3552	2
 pain	1453	3552	3
NNP VBP VBG	1454	3551	2
paint	1455	3549	3
NNS VBP at	1456	3547	1
y to 	1457	3546	2
VBZ VBG on a NN	1458	3546	2
NN VBZ VBG with	1459	3545	1
VBD a	1460	3545	3
and t	1461	3541	2
JJ NN NN .	1462	3540	1
ts ar	1463	3537	1
ain .	1464	3531	1
eadin	1465	3531	2
oard 	1466	3530	2
s tak	1467	3529	2
 carr	1468	3529	2
 boat	1469	3527	2
h his	1470	3522	2
are f	1471	3521	1
 a po	1472	3520	2
 phot	1473	3520	2
is be	1474	3512	2
nimal	1475	3510	2
nd wo	1476	3508	2
photo	1477	3507	2
r in 	1478	3504	2
 gree	1479	3503	2
ches 	1480	3484	2
a car	1481	3480	2
 rock	1482	3477	2
 at h	1483	3476	2
VBP VBG at	1484	3470	2
re ta	1485	3464	1
 to h	1486	3463	2
VBZ VBG on the	1487	3459	2
e run	1488	3456	2
 foot	1489	3456	3
T A t	1490	3455	1
th hi	1491	3454	2
er a 	1492	3445	2
l pla	1493	3442	2
n wal	1494	3440	2
danci	1495	3439	2
g her	1496	3439	2
g a m	1497	3437	2
 to g	1498	3434	2
on his	1499	3434	2
cross	1500	3433	2
START NNP VBP VBG	1501	3432	1
START a NN VBZ VBG	1502	3429	1
NN VBZ a JJ	1503	3427	2
NN VBZ VBG in the	1504	3427	1
on a NN NN	1505	3426	2
Two NNS VBG	1506	3426	1
START Two NNS VBG	1507	3426	1
 team	1508	3425	3
is co	1509	3421	2
to VB the	1510	3418	2
 band	1511	3417	2
tands	1512	3415	2
and NNS	1513	3414	2
small	1514	3413	3
 smal	1515	3412	3
in NN of a	1516	3410	2
ompet	1517	3406	2
man r	1518	3400	1
y the	1519	3398	2
on a JJ NN	1520	3397	2
e kid	1521	3396	2
RB in	1522	3396	2
compe	1523	3396	2
NN VBZ to	1524	3395	2
VBG in NN	1525	3392	2
pool 	1526	3392	2
The l	1527	3391	1
s a c	1528	3389	2
he si	1529	3389	2
reen 	1530	3386	2
are e	1531	3385	2
by a 	1532	3380	2
VBG at the	1533	3378	2
n her	1534	3378	3
green	1535	3374	2
VBZ in a NN	1536	3373	2
JJ and	1537	3371	3
NNS in the	1538	3369	2
NN VBZ VBG for	1539	3368	2
while VBG	1540	3363	2
he ro	1541	3363	2
NN at the NN	1542	3363	2
NNS VBP VBN	1543	3361	2
by a	1544	3346	2
 gras	1545	3344	2
e cou	1546	3343	2
makin	1547	3342	2
 maki	1548	3341	2
A NN with	1549	3340	1
ing g	1550	3339	2
START A NN with	1551	3338	1
ents 	1552	3337	3
ooks 	1553	3337	2
the h	1554	3336	2
nd th	1555	3336	3
 anim	1556	3336	2
ART N	1557	3334	1
ng ne	1558	3332	2
 fish	1559	3331	3
anima	1560	3329	2
 a sh	1561	3329	2
with his	1562	3328	2
store	1563	3327	2
over	1564	3326	2
owing	1565	3320	2
VBZ on the	1566	3319	2
grass	1567	3316	2
th th	1568	3312	2
 to c	1569	3312	2
hone 	1570	3309	2
his f	1571	3305	2
 in b	1572	3302	2
VBZ his	1573	3302	2
ar a 	1574	3301	2
have 	1575	3301	2
g a g	1576	3298	2
 a wa	1577	3297	2
 A ba	1578	3295	1
s wat	1579	3294	1
ung m	1580	3286	2
VBZ VBG in a	1581	3286	1
VB the NN	1582	3284	2
he ki	1583	3283	2
bench	1584	3280	2
man .	1585	3278	1
ng up	1586	3276	2
NN of the NN	1587	3276	2
 benc	1588	3272	2
NN VBZ VBG on the	1589	3271	1
e for	1590	3270	2
icycl	1591	3264	2
all p	1592	3261	2
human	1593	3259	2
VBP VBG JJ	1594	3258	2
VBG her	1595	3258	2
 huma	1596	3258	2
asket	1597	3257	3
NN at a	1598	3253	2
VBP in a	1599	3247	2
for a NN .	1600	3244	1
 fami	1601	3235	2
rkers	1602	3233	2
struc	1603	3232	2
 have	1604	3232	2
near a	1605	3231	2
famil	1606	3229	2
sses 	1607	3228	2
NN of a NN .	1608	3227	1
 a cr	1609	3224	2
body 	1610	3222	2
truct	1611	3220	2
The two NNS	1612	3219	1
START The two NNS	1613	3219	1
VBZ VBG in the NN	1614	3218	1
VBZ NNS	1615	3215	2
 An o	1616	3214	1
VBP VBG to	1617	3213	1
s of 	1618	3213	2
house	1619	3213	2
They VBP	1620	3213	1
VBZ VBG on the NN	1621	3212	2
at an	1622	3211	3
g an 	1623	3211	1
START They VBP	1624	3211	1
 came	1625	3205	2
 bask	1626	3201	3
JJR	1627	3199	3
s eat	1628	3196	2
VBP VBG RP	1629	3195	2
n an 	1630	3194	2
he fi	1631	3194	2
eball	1632	3193	3
for the NN	1633	3193	2
VBP a NN	1634	3189	2
baske	1635	3186	3
NN 's NN	1636	3185	3
The NN VBZ VBG NN	1637	3183	1
for h	1638	3181	2
amily	1639	3176	2
an st	1640	3174	2
otbal	1641	3172	3
ootba	1642	3171	3
ame .	1643	3169	1
und .	1644	3168	1
a pic	1645	3168	2
uitar	1646	3162	2
g a t	1647	3161	2
 thre	1648	3158	2
guita	1649	3152	2
VBG a NN NN .	1650	3152	1
NN VBZ in a NN	1651	3152	1
sebal	1652	3152	3
 guit	1653	3151	2
aseba	1654	3150	3
g som	1655	3149	2
e you	1656	3149	2
NN VBZ the NN	1657	3144	2
train	1658	3141	2
A NN VBG a NN	1659	3140	1
nothe	1660	3138	2
 afte	1661	3138	2
n wor	1662	3133	2
es in	1663	3132	2
t and	1664	3129	3
is do	1665	3129	2
boat 	1666	3124	2
 anot	1667	3124	2
anoth	1668	3123	2
and s	1669	3120	2
NN VBZ VBG in a	1670	3119	1
me pe	1671	3116	2
man d	1672	3114	1
in hi	1673	3113	2
another	1674	3111	2
nting	1675	3108	2
 kid 	1676	3106	2
ung b	1677	3105	2
VBG an	1678	3104	1
man t	1679	3100	2
 a ta	1680	3098	2
l in 	1681	3094	2
he tr	1682	3092	2
and i	1683	3091	2
 yell	1684	3090	2
g a h	1685	3082	2
The NN VBZ a NN	1686	3082	1
RT Wo	1687	3081	1
baseb	1688	3078	3
of NN .	1689	3078	1
 a br	1690	3077	2
JJ NN and	1691	3074	2
A cou	1692	3073	1
NNS VBP NN	1693	3072	1
mily 	1694	3068	2
The NN VBZ VBG .	1695	3068	1
 that	1696	3068	3
The f	1697	3059	1
snow 	1698	3058	2
VBZ on the NN	1699	3057	2
VBZ VBG his NN	1700	3055	1
ple o	1701	3054	2
RT tw	1702	3054	1
that 	1703	3052	3
that	1704	3050	3
footb	1705	3047	3
and h	1706	3046	2
NN VBZ on the	1707	3045	1
 A li	1708	3045	1
fter 	1709	3044	2
T two	1710	3041	1
le gi	1711	3040	2
START two	1712	3039	1
g up 	1713	3037	2
VBZ VBG RB .	1714	3036	1
wn a 	1715	3034	1
NNS VBP VBG NN .	1716	3033	1
a NN VBP	1717	3030	2
VBG for a	1718	3030	1
ace .	1719	3029	1
ouse 	1720	3029	2
at a NN NN	1721	3026	2
 moun	1722	3025	2
walks	1723	3021	2
er in	1724	3019	2
 fire	1725	3017	3
ench 	1726	3016	2
ard .	1727	3016	1
e loo	1728	3015	2
NN and a NN	1729	3012	2
Someo	1730	3010	1
VBZ to VB	1731	3009	2
 to p	1732	3009	2
a bik	1733	3008	2
e sho	1734	3006	2
with NN	1735	3001	2
 cook	1736	3001	3
NN VBZ a JJ NN	1737	3000	2
a red	1738	2999	2
 they	1739	2998	3
readi	1740	2997	2
they	1741	2996	3
tle g	1742	2996	2
NNS in the NN	1743	2996	2
they 	1744	2996	3
mount	1745	2995	2
emale	1746	2995	2
llow 	1747	2992	2
RT No	1748	2991	1
in his	1749	2989	2
 road	1750	2988	2
race 	1751	2983	2
he mo	1752	2982	2
 hat 	1753	2980	2
onstr	1754	2972	2
g boy	1755	2971	2
man c	1756	2971	2
 sand	1757	2969	2
his s	1758	2968	2
ance 	1759	2965	2
d on 	1760	2963	2
JJ NN VBZ VBG a	1761	2963	2
is tr	1762	2961	2
ing l	1763	2959	2
he su	1764	2953	2
VBZ a NN VBG	1765	2950	1
d to 	1766	2950	2
n a f	1767	2950	2
to VB NN	1768	2948	2
wo do	1769	2946	2
 by t	1770	2943	2
o dog	1771	2943	2
 all 	1772	2943	2
The JJ NN VBZ VBG	1773	2941	1
mpeti	1774	2938	2
START the NNS VBP	1775	2934	1
 to b	1776	2930	2
d by 	1777	2925	2
 prep	1778	2924	2
with JJ	1779	2922	2
a NN in a	1780	2916	2
 room	1781	2914	2
Some NNS VBP VBG	1782	2913	1
START Some NNS VBP VBG	1783	2913	1
tain 	1784	2905	2
g man	1785	2904	2
re we	1786	2904	2
NN VBZ VBG his NN	1787	2903	1
around	1788	2903	2
NN VBZ his	1789	2901	2
 head	1790	2893	2
on his NN	1791	2893	2
in NNS	1792	2893	2
a str	1793	2890	3
VBP VBG NNS .	1794	2890	1
 a ra	1795	2889	2
ng gi	1796	2886	1
and .	1797	2885	1
VBN by	1798	2884	2
 a pe	1799	2883	2
NN on the NN .	1800	2880	1
with a NN .	1801	2879	1
prepa	1802	2879	2
repar	1803	2879	2
ress 	1804	2877	2
an pl	1805	2876	3
 hous	1806	2876	2
men w	1807	2875	2
An ol	1808	2870	1
idewa	1809	2869	2
VBZ VBG a NN NN	1810	2869	2
nking	1811	2869	2
is ma	1812	2868	2
Three NNS VBP VBG	1813	2866	1
START Three NNS VBP VBG	1814	2865	1
sidew	1815	2865	2
g thr	1816	2863	1
e car	1817	2863	2
NNS of	1818	2860	2
ewalk	1819	2859	2
s wor	1820	2859	2
VBZ a NN NN	1821	2858	1
cket 	1822	2855	2
rown 	1823	2855	2
A lit	1824	2855	1
at NN .	1825	2854	1
dewal	1826	2853	2
tore 	1827	2852	2
amera	1828	2851	2
 day 	1829	2845	2
he po	1830	2845	2
femal	1831	2845	2
his h	1832	2843	2
ugh t	1833	2840	2
ung g	1834	2840	2
VBG at the NN	1835	2839	2
ready	1836	2839	2
 fema	1837	2838	2
camer	1838	2835	2
NNS VBP NNS	1839	2835	1
VBZ .	1840	2834	1
VBZ VBG in a NN	1841	2832	1
by a NN	1842	2830	2
g gir	1843	2829	1
VBD a NN	1844	2828	2
VBP VBG a NN .	1845	2828	1
ut to	1846	2828	2
VBG RP the	1847	2827	1
a gro	1848	2826	2
START A NN VBZ NN	1849	2825	1
A NN VBZ NN	1850	2825	1
atche	1851	2821	3
ellow	1852	2821	2
 brea	1853	2816	2
is ca	1854	2814	2
A NN in a JJ	1855	2813	1
The NN VBZ in	1856	2811	1
START The NN VBZ in	1857	2811	1
ng ar	1858	2810	2
NN VBZ on the NN	1859	2809	1
inkin	1860	2807	2
ng re	1861	2803	2
VBG their	1862	2802	2
ings 	1863	2800	2
eady 	1864	2799	2
near a NN	1865	2799	2
 A la	1866	2799	1
a blu	1867	2796	2
RT Me	1868	2792	1
a bal	1869	2792	2
to NN	1870	2791	2
using	1871	2791	2
long 	1872	2791	2
NN VBZ VBG RB .	1873	2788	1
 cat 	1874	2785	2
NNS VBP VBG at	1875	2783	1
s dri	1876	2781	2
 clea	1877	2780	2
VBG RP a	1878	2779	1
a NN of NN	1879	2777	2
racti	1880	2776	2
e sno	1881	2775	2
a NN in the	1882	2772	2
ady i	1883	2772	2
The NN NN VBZ	1884	2771	1
START The NN NN VBZ	1885	2771	1
ART H	1886	2771	1
NN at a NN	1887	2768	2
road 	1888	2768	2
T A h	1889	2766	1
akes 	1890	2765	3
NN from	1891	2764	2
at is	1892	2761	2
is ea	1893	2761	2
 a ga	1894	2760	2
 were	1895	2760	3
were 	1896	2755	3
Two g	1897	2755	1
START A NN and NN	1898	2754	1
A NN and NN	1899	2754	1
VB a NN .	1900	2754	1
 wall	1901	2754	2
NN VBZ NNS	1902	2751	2
VBP in a NN	1903	2749	2
 bicy	1904	2749	2
 on s	1905	2748	2
he bu	1906	2747	3
a dog	1907	2746	2
fight	1908	2745	2
NN in a NN .	1909	2742	1
are n	1910	2740	2
are m	1911	2739	2
e eat	1912	2734	2
VBP VBG RB .	1913	2731	1
bicyc	1914	2730	2
dance	1915	2730	3
he li	1916	2727	2
 a ha	1917	2726	2
START the NN VBZ VBG	1918	2726	1
ide o	1919	2724	2
g a r	1920	2723	2
a NN RB	1921	2722	1
er th	1922	2716	2
ructi	1923	2713	2
etbal	1924	2711	3
VBZ VBG NNS .	1925	2710	1
man l	1926	2707	2
e shi	1927	2707	2
 Men 	1928	2707	1
yello	1929	2706	2
T Men	1930	2705	1
The two NNS VBP	1931	2705	1
START The two NNS VBP	1932	2705	1
ike .	1933	2704	1
A NN VBZ JJ	1934	2703	1
START A NN VBZ JJ	1935	2703	1
A NN VBZ VBG NNS	1936	2702	1
 a gi	1937	2702	2
by th	1938	2699	2
ketba	1939	2698	3
orse 	1940	2696	3
sketb	1941	2695	3
VBZ RB VBG	1942	2695	2
 moto	1943	2694	3
tand 	1944	2693	2
START two NNS	1945	2693	1
A NN VBZ VBG RP	1946	2693	1
along	1947	2691	2
VBP RB .	1948	2690	1
g and	1949	2688	2
NN VBG on	1950	2687	2
oom .	1951	2686	1
RT Ma	1952	2685	1
gh th	1953	2678	2
NN NN VBG	1954	2677	2
Two JJ	1955	2675	1
START Two JJ	1956	2674	1
m the	1957	2674	2
in NN of a NN	1958	2671	2
NNS in a	1959	2671	2
uctio	1960	2666	2
NNS VBZ VBG	1961	2663	2
looks	1962	2657	2
RB VBN	1963	2655	2
car .	1964	2654	1
VBP VBG in the	1965	2651	1
e sid	1966	2649	2
r and	1967	2648	2
ingin	1968	2648	2
rom t	1969	2648	2
usic 	1970	2647	2
ure .	1971	2645	1
rass 	1972	2643	2
 smil	1973	2643	2
 is j	1974	2643	1
her NNS	1975	2642	2
ree p	1976	2642	1
e gra	1977	2641	2
outside	1978	2640	1
START The NNS VBP JJ	1979	2637	1
The NNS VBP JJ	1980	2637	1
VBG for a NN	1981	2636	1
glass	1982	2636	2
VBG JJ to	1983	2632	2
NN NN in	1984	2626	2
om th	1985	2625	2
throw	1986	2623	2
 usin	1987	2623	2
to VB the NN	1988	2619	2
 brow	1989	2619	2
re ha	1990	2617	1
h a b	1991	2614	2
through the	1992	2613	1
NNS VBP in a	1993	2612	1
VBP VBG in a	1994	2612	1
 inst	1995	2610	3
yers 	1996	2609	2
eld .	1997	2606	1
ayers	1998	2606	2
acket	1999	2604	2
 ocea	2000	2604	2
a NN at	2001	2604	2
s her	2002	2600	2
NNS VBP VBG JJ	2003	2599	1
ocean	2004	2599	2
e wai	2005	2598	2
ides 	2006	2596	1
he sn	2007	2594	2
ass .	2008	2594	1
RT Ch	2009	2593	1
NNS VBP VBG to	2010	2592	1
ride 	2011	2590	2
his p	2012	2588	2
two m	2013	2586	2
the NN VBG	2014	2586	2
hands	2015	2585	2
RT Fo	2016	2584	1
of the NN .	2017	2584	1
 surf	2018	2584	3
JJ and JJ	2019	2581	2
de a 	2020	2580	2
is sh	2021	2576	2
motor	2022	2574	3
their NN .	2023	2573	1
e hav	2024	2569	2
 jack	2025	2569	2
There VBZ a NN VBG	2026	2568	1
NN VBZ VBG NNS .	2027	2568	1
 cons	2028	2566	2
no	2029	2564	2
men i	2030	2563	2
NNS VBP VBG RP	2031	2561	1
START An NN	2032	2561	1
An NN	2033	2561	1
ART B	2034	2560	1
oppin	2035	2559	2
NN VBG a NN .	2036	2557	1
carry	2037	2556	2
 sit 	2038	2556	1
s bei	2039	2552	2
n a h	2040	2547	2
her b	2041	2546	2
man o	2042	2545	2
 city	2043	2544	2
a tra	2044	2544	2
VBZ with	2045	2543	1
 a wh	2046	2542	2
a NN to	2047	2542	2
he yo	2048	2539	2
JJ to VB	2049	2538	2
chair	2050	2537	2
 get 	2051	2535	2
and VBZ	2052	2534	2
START NNP VBZ	2053	2528	1
s sho	2054	2526	2
es to	2055	2526	2
nto t	2056	2525	2
A NN VBZ VBG to	2057	2520	1
s per	2058	2519	2
d of 	2059	2517	2
iling	2060	2516	2
oying	2061	2515	2
tree 	2062	2514	2
s swi	2063	2514	2
unch 	2064	2513	2
his c	2065	2512	2
n a m	2066	2510	2
ll pl	2067	2509	2
of NNS VBG	2068	2506	2
her a	2069	2502	3
s rea	2070	2501	2
START The NN and	2071	2498	1
s a g	2072	2498	2
The NN and	2073	2498	1
An JJ NN VBZ	2074	2495	1
START An JJ NN VBZ	2075	2495	1
T Wom	2076	2491	1
brown	2077	2491	2
ee pe	2078	2491	1
ed by	2079	2489	2
a cro	2080	2489	2
is sw	2081	2488	2
nce .	2082	2487	1
her h	2083	2485	3
a bla	2084	2484	2
VBG RP the NN	2085	2483	1
sian 	2086	2481	2
in a NN NN .	2087	2479	1
le of	2088	2478	2
two NNS VBP VBG	2089	2477	1
en in	2090	2476	2
A JJ NN VBG	2091	2473	1
he ho	2092	2473	2
START A JJ NN VBG	2093	2473	1
ple p	2094	2472	2
 unde	2095	2472	2
The NN VBZ VBN	2096	2471	1
START The NN VBZ VBN	2097	2471	1
bing 	2098	2469	2
 chas	2099	2468	2
nch .	2100	2464	1
ants 	2101	2463	2
rinki	2102	2463	2
s get	2103	2461	2
, and	2104	2460	4
s a w	2105	2457	2
The NNS VBP RB	2106	2456	1
about to	2107	2456	1
START The NNS VBP RB	2108	2455	1
is no	2109	2455	1
T Man	2110	2454	1
VBG through	2111	2453	1
his JJ	2112	2452	2
n a w	2113	2448	2
men s	2114	2447	2
a con	2115	2444	2
is wo	2116	2442	2
a per	2117	2442	2
o gir	2118	2442	1
 make	2119	2441	2
pract	2120	2440	2
 prac	2121	2440	2
s not	2122	2439	1
on NN .	2123	2438	1
tches	2124	2438	2
 an e	2125	2437	2
he ra	2126	2437	2
joyin	2127	2436	2
njoyi	2128	2435	2
irt .	2129	2434	2
NN VBZ RB VBG	2130	2434	2
VBP in the	2131	2433	2
e cro	2132	2432	2
a NN in the NN	2133	2432	2
es th	2134	2431	2
itar 	2135	2431	2
by the	2136	2427	2
ld ma	2137	2427	2
alk .	2138	2427	1
wo gi	2139	2426	1
VBP VBG for	2140	2425	1
s try	2141	2425	2
s car	2142	2425	2
s nea	2143	2423	2
The NN VBZ VBG in	2144	2422	1
ument	2145	2421	2
t a c	2146	2420	1
NNS VBP a	2147	2419	1
e bal	2148	2419	2
er an	2149	2417	2
urant	2150	2416	2
nds .	2151	2414	1
actic	2152	2412	2
own .	2153	2411	1
team 	2154	2410	3
s jum	2155	2409	1
n a l	2156	2408	2
lothe	2157	2406	2
rryin	2158	2405	2
NNS VBP VBG NNS .	2159	2404	1
 chai	2160	2404	2
ore .	2161	2403	1
NNS to	2162	2403	2
Two JJ NNS	2163	2402	1
e swi	2164	2402	2
START Two JJ NNS	2165	2401	1
of NNS .	2166	2400	1
instr	2167	2398	2
e tal	2168	2398	1
A NN VBZ VBG RB	2169	2398	1
re ru	2170	2397	1
he oc	2171	2395	2
e oce	2172	2395	2
intin	2173	2390	2
city 	2174	2390	2
e tra	2175	2390	2
chool	2176	2389	2
her p	2177	2388	2
VBP on a	2178	2387	2
rom a	2179	2386	2
VBZ his NN	2180	2386	2
ence 	2181	2383	2
from the	2182	2382	2
mothe	2183	2382	2
ts on	2184	2381	2
 sell	2185	2379	2
 movi	2186	2378	2
rder 	2187	2377	2
obody	2188	2377	2
jacke	2189	2377	2
ng co	2190	2375	2
T a w	2191	2374	1
 Four	2192	2372	1
clean	2193	2367	2
 in s	2194	2367	2
day .	2195	2364	1
NN VBZ to VB	2196	2364	2
about to VB	2197	2364	1
arryi	2198	2364	2
NN VBD a	2199	2363	1
some NNS	2200	2363	3
resta	2201	2363	2
 an i	2202	2362	2
leep 	2203	2362	1
estau	2204	2360	2
auran	2205	2360	2
is cl	2206	2360	2
taura	2207	2360	2
n out	2208	2359	1
stage	2209	2359	2
asses	2210	2358	2
staur	2211	2358	2
t a b	2212	2357	2
NN in JJ	2213	2355	2
 wood	2214	2355	2
VBZ VBG VBN	2215	2352	1
in his NN	2216	2352	2
RP the NN .	2217	2352	1
inside	2218	2351	1
rivin	2219	2351	2
NN VBG a JJ	2220	2348	2
is pr	2221	2348	2
schoo	2222	2348	2
three NNS	2223	2346	1
cking	2224	2344	2
VBP VBG the	2225	2344	2
in a JJ NN VBZ	2226	2342	2
and b	2227	2340	2
